,time,N,TD,CH,MREG,AC
12084,120.84000,11.96571,4.00342,17.90290,5.97812,1.99147
12085,120.85000,11.96573,4.00342,17.90294,5.97813,1.99148
12086,120.86000,11.96574,4.00342,17.90298,5.97814,1.99148
12087,120.87000,11.96575,4.00341,17.90302,5.97815,1.99149
12088,120.88000,11.96577,4.00341,17.90306,5.97816,1.99149
12089,120.89000,11.96578,4.00341,17.90311,5.97816,1.99149
12090,120.90000,11.96580,4.00341,17.90315,5.97817,1.99150
12091,120.91000,11.96581,4.00341,17.90319,5.97818,1.99150
12092,120.92000,11.96583,4.00341,17.90323,5.97819,1.99150
12093,120.93000,11.96584,4.00341,17.90327,5.97820,1.99151
12094,120.94000,11.96586,4.00340,17.90332,5.97821,1.99151
12095,120.95000,11.96587,4.00340,17.90336,5.97822,1.99152
12096,120.96000,11.96589,4.00340,17.90340,5.97823,1.99152
12097,120.97000,11.96590,4.00340,17.90344,5.97824,1.99152
12098,120.98000,11.96592,4.00340,17.90348,5.97825,1.99153
12099,120.99000,11.96593,4.00340,17.90352,5.97826,1.99153
12100,121.00000,11.96595,4.00340,17.90357,5.97827,1.99153
12101,121.01000,11.96596,4.00339,17.90361,5.97828,1.99154
12102,121.02000,11.96598,4.00339,17.90365,5.97829,1.99154
12103,121.03000,11.96599,4.00339,17.90369,5.97830,1.99154
12104,121.04000,11.96601,4.00339,17.90373,5.97831,1.99155
12105,121.05000,11.96602,4.00339,17.90377,5.97832,1.99155
12106,121.06000,11.96604,4.00339,17.90382,5.97832,1.99156
12107,121.07000,11.96605,4.00339,17.90386,5.97833,1.99156
12108,121.08000,11.96606,4.00338,17.90390,5.97834,1.99156
12109,121.09000,11.96608,4.00338,17.90394,5.97835,1.99157
12110,121.10000,11.96609,4.00338,17.90398,5.97836,1.99157
12111,121.11000,11.96611,4.00338,17.90402,5.97837,1.99157
12112,121.12000,11.96612,4.00338,17.90407,5.97838,1.99158
12113,121.13000,11.96614,4.00338,17.90411,5.97839,1.99158
12114,121.14000,11.96615,4.00337,17.90415,5.97840,1.99158
12115,121.15000,11.96617,4.00337,17.90419,5.97841,1.99159
12116,121.16000,11.96618,4.00337,17.90423,5.97842,1.99159
12117,121.17000,11.96620,4.00337,17.90427,5.97843,1.99160
12118,121.18000,11.96621,4.00337,17.90431,5.97844,1.99160
12119,121.19000,11.96623,4.00337,17.90436,5.97845,1.99160
12120,121.20000,11.96624,4.00337,17.90440,5.97846,1.99161
12121,121.21000,11.96626,4.00336,17.90444,5.97847,1.99161
12122,121.22000,11.96627,4.00336,17.90448,5.97847,1.99161
12123,121.23000,11.96628,4.00336,17.90452,5.97848,1.99162
12124,121.24000,11.96630,4.00336,17.90456,5.97849,1.99162
12125,121.25000,11.96631,4.00336,17.90460,5.97850,1.99162
12126,121.26000,11.96633,4.00336,17.90464,5.97851,1.99163
12127,121.27000,11.96634,4.00336,17.90469,5.97852,1.99163
12128,121.28000,11.96636,4.00335,17.90473,5.97853,1.99164
12129,121.29000,11.96637,4.00335,17.90477,5.97854,1.99164
12130,121.30000,11.96639,4.00335,17.90481,5.97855,1.99164
12131,121.31000,11.96640,4.00335,17.90485,5.97856,1.99165
12132,121.32000,11.96642,4.00335,17.90489,5.97857,1.99165
12133,121.33000,11.96643,4.00335,17.90493,5.97858,1.99165
12134,121.34000,11.96644,4.00335,17.90497,5.97859,1.99166
12135,121.35000,11.96646,4.00334,17.90502,5.97860,1.99166
12136,121.36000,11.96647,4.00334,17.90506,5.97860,1.99166
12137,121.37000,11.96649,4.00334,17.90510,5.97861,1.99167
12138,121.38000,11.96650,4.00334,17.90514,5.97862,1.99167
12139,121.39000,11.96652,4.00334,17.90518,5.97863,1.99168
12140,121.40000,11.96653,4.00334,17.90522,5.97864,1.99168
12141,121.41000,11.96655,4.00334,17.90526,5.97865,1.99168
12142,121.42000,11.96656,4.00333,17.90530,5.97866,1.99169
12143,121.43000,11.96657,4.00333,17.90534,5.97867,1.99169
12144,121.44000,11.96659,4.00333,17.90538,5.97868,1.99169
12145,121.45000,11.96660,4.00333,17.90543,5.97869,1.99170
12146,121.46000,11.96662,4.00333,17.90547,5.97870,1.99170
12147,121.47000,11.96663,4.00333,17.90551,5.97871,1.99170
12148,121.48000,11.96665,4.00333,17.90555,5.97872,1.99171
12149,121.49000,11.96666,4.00332,17.90559,5.97872,1.99171
12150,121.50000,11.96668,4.00332,17.90563,5.97873,1.99172
12151,121.51000,11.96669,4.00332,17.90567,5.97874,1.99172
12152,121.52000,11.96670,4.00332,17.90571,5.97875,1.99172
12153,121.53000,11.96672,4.00332,17.90575,5.97876,1.99173
12154,121.54000,11.96673,4.00332,17.90579,5.97877,1.99173
12155,121.55000,11.96675,4.00332,17.90583,5.97878,1.99173
12156,121.56000,11.96676,4.00331,17.90587,5.97879,1.99174
12157,121.57000,11.96678,4.00331,17.90591,5.97880,1.99174
12158,121.58000,11.96679,4.00331,17.90596,5.97881,1.99174
12159,121.59000,11.96681,4.00331,17.90600,5.97882,1.99175
12160,121.60000,11.96682,4.00331,17.90604,5.97883,1.99175
12161,121.61000,11.96683,4.00331,17.90608,5.97883,1.99175
12162,121.62000,11.96685,4.00330,17.90612,5.97884,1.99176
12163,121.63000,11.96686,4.00330,17.90616,5.97885,1.99176
12164,121.64000,11.96688,4.00330,17.90620,5.97886,1.99177
12165,121.65000,11.96689,4.00330,17.90624,5.97887,1.99177
12166,121.66000,11.96691,4.00330,17.90628,5.97888,1.99177
12167,121.67000,11.96692,4.00330,17.90632,5.97889,1.99178
12168,121.68000,11.96693,4.00330,17.90636,5.97890,1.99178
12169,121.69000,11.96695,4.00329,17.90640,5.97891,1.99178
12170,121.70000,11.96696,4.00329,17.90644,5.97892,1.99179
12171,121.71000,11.96698,4.00329,17.90648,5.97893,1.99179
12172,121.72000,11.96699,4.00329,17.90652,5.97894,1.99179
12173,121.73000,11.96701,4.00329,17.90656,5.97894,1.99180
12174,121.74000,11.96702,4.00329,17.90660,5.97895,1.99180
12175,121.75000,11.96703,4.00329,17.90664,5.97896,1.99180
12176,121.76000,11.96705,4.00328,17.90668,5.97897,1.99181
12177,121.77000,11.96706,4.00328,17.90673,5.97898,1.99181
12178,121.78000,11.96708,4.00328,17.90677,5.97899,1.99182
12179,121.79000,11.96709,4.00328,17.90681,5.97900,1.99182
12180,121.80000,11.96711,4.00328,17.90685,5.97901,1.99182
12181,121.81000,11.96712,4.00328,17.90689,5.97902,1.99183
12182,121.82000,11.96713,4.00328,17.90693,5.97903,1.99183
12183,121.83000,11.96715,4.00327,17.90697,5.97904,1.99183
12184,121.84000,11.96716,4.00327,17.90701,5.97904,1.99184
12185,121.85000,11.96718,4.00327,17.90705,5.97905,1.99184
12186,121.86000,11.96719,4.00327,17.90709,5.97906,1.99184
12187,121.87000,11.96721,4.00327,17.90713,5.97907,1.99185
12188,121.88000,11.96722,4.00327,17.90717,5.97908,1.99185
12189,121.89000,11.96723,4.00327,17.90721,5.97909,1.99185
12190,121.90000,11.96725,4.00326,17.90725,5.97910,1.99186
12191,121.91000,11.96726,4.00326,17.90729,5.97911,1.99186
12192,121.92000,11.96728,4.00326,17.90733,5.97912,1.99186
12193,121.93000,11.96729,4.00326,17.90737,5.97913,1.99187
12194,121.94000,11.96730,4.00326,17.90741,5.97914,1.99187
12195,121.95000,11.96732,4.00326,17.90745,5.97914,1.99188
12196,121.96000,11.96733,4.00326,17.90749,5.97915,1.99188
12197,121.97000,11.96735,4.00326,17.90753,5.97916,1.99188
12198,121.98000,11.96736,4.00325,17.90757,5.97917,1.99189
12199,121.99000,11.96738,4.00325,17.90761,5.97918,1.99189
12200,122.00000,11.96739,4.00325,17.90765,5.97919,1.99189
12201,122.01000,11.96740,4.00325,17.90769,5.97920,1.99190
12202,122.02000,11.96742,4.00325,17.90773,5.97921,1.99190
12203,122.03000,11.96743,4.00325,17.90777,5.97922,1.99190
12204,122.04000,11.96745,4.00325,17.90781,5.97923,1.99191
12205,122.05000,11.96746,4.00324,17.90785,5.97923,1.99191
12206,122.06000,11.96747,4.00324,17.90789,5.97924,1.99191
12207,122.07000,11.96749,4.00324,17.90793,5.97925,1.99192
12208,122.08000,11.96750,4.00324,17.90797,5.97926,1.99192
12209,122.09000,11.96752,4.00324,17.90801,5.97927,1.99192
12210,122.10000,11.96753,4.00324,17.90805,5.97928,1.99193
12211,122.11000,11.96754,4.00324,17.90809,5.97929,1.99193
12212,122.12000,11.96756,4.00323,17.90813,5.97930,1.99193
12213,122.13000,11.96757,4.00323,17.90817,5.97931,1.99194
12214,122.14000,11.96759,4.00323,17.90821,5.97932,1.99194
12215,122.15000,11.96760,4.00323,17.90825,5.97932,1.99195
12216,122.16000,11.96761,4.00323,17.90829,5.97933,1.99195
12217,122.17000,11.96763,4.00323,17.90833,5.97934,1.99195
12218,122.18000,11.96764,4.00323,17.90836,5.97935,1.99196
12219,122.19000,11.96766,4.00322,17.90840,5.97936,1.99196
12220,122.20000,11.96767,4.00322,17.90844,5.97937,1.99196
12221,122.21000,11.96768,4.00322,17.90848,5.97938,1.99197
12222,122.22000,11.96770,4.00322,17.90852,5.97939,1.99197
12223,122.23000,11.96771,4.00322,17.90856,5.97940,1.99197
12224,122.24000,11.96773,4.00322,17.90860,5.97940,1.99198
12225,122.25000,11.96774,4.00322,17.90864,5.97941,1.99198
12226,122.26000,11.96775,4.00321,17.90868,5.97942,1.99198
12227,122.27000,11.96777,4.00321,17.90872,5.97943,1.99199
12228,122.28000,11.96778,4.00321,17.90876,5.97944,1.99199
12229,122.29000,11.96780,4.00321,17.90880,5.97945,1.99199
12230,122.30000,11.96781,4.00321,17.90884,5.97946,1.99200
12231,122.31000,11.96782,4.00321,17.90888,5.97947,1.99200
12232,122.32000,11.96784,4.00321,17.90892,5.97948,1.99200
12233,122.33000,11.96785,4.00320,17.90896,5.97948,1.99201
12234,122.34000,11.96787,4.00320,17.90900,5.97949,1.99201
12235,122.35000,11.96788,4.00320,17.90904,5.97950,1.99201
12236,122.36000,11.96789,4.00320,17.90908,5.97951,1.99202
12237,122.37000,11.96791,4.00320,17.90911,5.97952,1.99202
12238,122.38000,11.96792,4.00320,17.90915,5.97953,1.99202
12239,122.39000,11.96794,4.00320,17.90919,5.97954,1.99203
12240,122.40000,11.96795,4.00319,17.90923,5.97955,1.99203
12241,122.41000,11.96796,4.00319,17.90927,5.97956,1.99204
12242,122.42000,11.96798,4.00319,17.90931,5.97956,1.99204
12243,122.43000,11.96799,4.00319,17.90935,5.97957,1.99204
12244,122.44000,11.96800,4.00319,17.90939,5.97958,1.99205
12245,122.45000,11.96802,4.00319,17.90943,5.97959,1.99205
12246,122.46000,11.96803,4.00319,17.90947,5.97960,1.99205
12247,122.47000,11.96805,4.00318,17.90951,5.97961,1.99206
12248,122.48000,11.96806,4.00318,17.90955,5.97962,1.99206
12249,122.49000,11.96807,4.00318,17.90959,5.97963,1.99206
12250,122.50000,11.96809,4.00318,17.90962,5.97964,1.99207
12251,122.51000,11.96810,4.00318,17.90966,5.97964,1.99207
12252,122.52000,11.96812,4.00318,17.90970,5.97965,1.99207
12253,122.53000,11.96813,4.00318,17.90974,5.97966,1.99208
12254,122.54000,11.96814,4.00318,17.90978,5.97967,1.99208
12255,122.55000,11.96816,4.00317,17.90982,5.97968,1.99208
12256,122.56000,11.96817,4.00317,17.90986,5.97969,1.99209
12257,122.57000,11.96818,4.00317,17.90990,5.97970,1.99209
12258,122.58000,11.96820,4.00317,17.90994,5.97971,1.99209
12259,122.59000,11.96821,4.00317,17.90998,5.97971,1.99210
12260,122.60000,11.96823,4.00317,17.91001,5.97972,1.99210
12261,122.61000,11.96824,4.00317,17.91005,5.97973,1.99210
12262,122.62000,11.96825,4.00316,17.91009,5.97974,1.99211
12263,122.63000,11.96827,4.00316,17.91013,5.97975,1.99211
12264,122.64000,11.96828,4.00316,17.91017,5.97976,1.99211
12265,122.65000,11.96829,4.00316,17.91021,5.97977,1.99212
12266,122.66000,11.96831,4.00316,17.91025,5.97978,1.99212
12267,122.67000,11.96832,4.00316,17.91029,5.97978,1.99212
12268,122.68000,11.96834,4.00316,17.91033,5.97979,1.99213
12269,122.69000,11.96835,4.00315,17.91036,5.97980,1.99213
12270,122.70000,11.96836,4.00315,17.91040,5.97981,1.99213
12271,122.71000,11.96838,4.00315,17.91044,5.97982,1.99214
12272,122.72000,11.96839,4.00315,17.91048,5.97983,1.99214
12273,122.73000,11.96840,4.00315,17.91052,5.97984,1.99214
12274,122.74000,11.96842,4.00315,17.91056,5.97985,1.99215
12275,122.75000,11.96843,4.00315,17.91060,5.97985,1.99215
12276,122.76000,11.96844,4.00314,17.91064,5.97986,1.99216
12277,122.77000,11.96846,4.00314,17.91067,5.97987,1.99216
12278,122.78000,11.96847,4.00314,17.91071,5.97988,1.99216
12279,122.79000,11.96849,4.00314,17.91075,5.97989,1.99217
12280,122.80000,11.96850,4.00314,17.91079,5.97990,1.99217
12281,122.81000,11.96851,4.00314,17.91083,5.97991,1.99217
12282,122.82000,11.96853,4.00314,17.91087,5.97992,1.99218
12283,122.83000,11.96854,4.00314,17.91091,5.97992,1.99218
12284,122.84000,11.96855,4.00313,17.91094,5.97993,1.99218
12285,122.85000,11.96857,4.00313,17.91098,5.97994,1.99219
12286,122.86000,11.96858,4.00313,17.91102,5.97995,1.99219
12287,122.87000,11.96859,4.00313,17.91106,5.97996,1.99219
12288,122.88000,11.96861,4.00313,17.91110,5.97997,1.99220
12289,122.89000,11.96862,4.00313,17.91114,5.97998,1.99220
12290,122.90000,11.96864,4.00313,17.91117,5.97998,1.99220
12291,122.91000,11.96865,4.00312,17.91121,5.97999,1.99221
12292,122.92000,11.96866,4.00312,17.91125,5.98000,1.99221
12293,122.93000,11.96868,4.00312,17.91129,5.98001,1.99221
12294,122.94000,11.96869,4.00312,17.91133,5.98002,1.99222
12295,122.95000,11.96870,4.00312,17.91137,5.98003,1.99222
12296,122.96000,11.96872,4.00312,17.91140,5.98004,1.99222
12297,122.97000,11.96873,4.00312,17.91144,5.98005,1.99223
12298,122.98000,11.96874,4.00311,17.91148,5.98005,1.99223
12299,122.99000,11.96876,4.00311,17.91152,5.98006,1.99223
12300,123.00000,11.96877,4.00311,17.91156,5.98007,1.99224
12301,123.01000,11.96878,4.00311,17.91160,5.98008,1.99224
12302,123.02000,11.96880,4.00311,17.91163,5.98009,1.99224
12303,123.03000,11.96881,4.00311,17.91167,5.98010,1.99225
12304,123.04000,11.96882,4.00311,17.91171,5.98011,1.99225
12305,123.05000,11.96884,4.00311,17.91175,5.98011,1.99225
12306,123.06000,11.96885,4.00310,17.91179,5.98012,1.99226
12307,123.07000,11.96887,4.00310,17.91183,5.98013,1.99226
12308,123.08000,11.96888,4.00310,17.91186,5.98014,1.99226
12309,123.09000,11.96889,4.00310,17.91190,5.98015,1.99227
12310,123.10000,11.96891,4.00310,17.91194,5.98016,1.99227
12311,123.11000,11.96892,4.00310,17.91198,5.98017,1.99227
12312,123.12000,11.96893,4.00310,17.91202,5.98017,1.99228
12313,123.13000,11.96895,4.00309,17.91205,5.98018,1.99228
12314,123.14000,11.96896,4.00309,17.91209,5.98019,1.99228
12315,123.15000,11.96897,4.00309,17.91213,5.98020,1.99229
12316,123.16000,11.96899,4.00309,17.91217,5.98021,1.99229
12317,123.17000,11.96900,4.00309,17.91221,5.98022,1.99229
12318,123.18000,11.96901,4.00309,17.91224,5.98023,1.99230
12319,123.19000,11.96903,4.00309,17.91228,5.98023,1.99230
12320,123.20000,11.96904,4.00309,17.91232,5.98024,1.99230
12321,123.21000,11.96905,4.00308,17.91236,5.98025,1.99231
12322,123.22000,11.96907,4.00308,17.91240,5.98026,1.99231
12323,123.23000,11.96908,4.00308,17.91243,5.98027,1.99231
12324,123.24000,11.96909,4.00308,17.91247,5.98028,1.99232
12325,123.25000,11.96911,4.00308,17.91251,5.98029,1.99232
12326,123.26000,11.96912,4.00308,17.91255,5.98029,1.99232
12327,123.27000,11.96913,4.00308,17.91258,5.98030,1.99233
12328,123.28000,11.96915,4.00307,17.91262,5.98031,1.99233
12329,123.29000,11.96916,4.00307,17.91266,5.98032,1.99233
12330,123.30000,11.96917,4.00307,17.91270,5.98033,1.99234
12331,123.31000,11.96919,4.00307,17.91274,5.98034,1.99234
12332,123.32000,11.96920,4.00307,17.91277,5.98035,1.99234
12333,123.33000,11.96921,4.00307,17.91281,5.98035,1.99235
12334,123.34000,11.96923,4.00307,17.91285,5.98036,1.99235
12335,123.35000,11.96924,4.00307,17.91289,5.98037,1.99235
12336,123.36000,11.96925,4.00306,17.91292,5.98038,1.99236
12337,123.37000,11.96927,4.00306,17.91296,5.98039,1.99236
12338,123.38000,11.96928,4.00306,17.91300,5.98040,1.99236
12339,123.39000,11.96929,4.00306,17.91304,5.98040,1.99237
12340,123.40000,11.96931,4.00306,17.91308,5.98041,1.99237
12341,123.41000,11.96932,4.00306,17.91311,5.98042,1.99237
12342,123.42000,11.96933,4.00306,17.91315,5.98043,1.99238
12343,123.43000,11.96935,4.00305,17.91319,5.98044,1.99238
12344,123.44000,11.96936,4.00305,17.91323,5.98045,1.99238
12345,123.45000,11.96937,4.00305,17.91326,5.98046,1.99239
12346,123.46000,11.96939,4.00305,17.91330,5.98046,1.99239
12347,123.47000,11.96940,4.00305,17.91334,5.98047,1.99239
12348,123.48000,11.96941,4.00305,17.91338,5.98048,1.99240
12349,123.49000,11.96943,4.00305,17.91341,5.98049,1.99240
12350,123.50000,11.96944,4.00305,17.91345,5.98050,1.99240
12351,123.51000,11.96945,4.00304,17.91349,5.98051,1.99241
12352,123.52000,11.96947,4.00304,17.91353,5.98051,1.99241
12353,123.53000,11.96948,4.00304,17.91356,5.98052,1.99241
12354,123.54000,11.96949,4.00304,17.91360,5.98053,1.99242
12355,123.55000,11.96951,4.00304,17.91364,5.98054,1.99242
12356,123.56000,11.96952,4.00304,17.91367,5.98055,1.99242
12357,123.57000,11.96953,4.00304,17.91371,5.98056,1.99243
12358,123.58000,11.96955,4.00303,17.91375,5.98057,1.99243
12359,123.59000,11.96956,4.00303,17.91379,5.98057,1.99243
12360,123.60000,11.96957,4.00303,17.91382,5.98058,1.99244
12361,123.61000,11.96958,4.00303,17.91386,5.98059,1.99244
12362,123.62000,11.96960,4.00303,17.91390,5.98060,1.99244
12363,123.63000,11.96961,4.00303,17.91394,5.98061,1.99245
12364,123.64000,11.96962,4.00303,17.91397,5.98062,1.99245
12365,123.65000,11.96964,4.00303,17.91401,5.98062,1.99245
12366,123.66000,11.96965,4.00302,17.91405,5.98063,1.99246
12367,123.67000,11.96966,4.00302,17.91408,5.98064,1.99246
12368,123.68000,11.96968,4.00302,17.91412,5.98065,1.99246
12369,123.69000,11.96969,4.00302,17.91416,5.98066,1.99246
12370,123.70000,11.96970,4.00302,17.91420,5.98067,1.99247
12371,123.71000,11.96972,4.00302,17.91423,5.98067,1.99247
12372,123.72000,11.96973,4.00302,17.91427,5.98068,1.99247
12373,123.73000,11.96974,4.00301,17.91431,5.98069,1.99248
12374,123.74000,11.96976,4.00301,17.91434,5.98070,1.99248
12375,123.75000,11.96977,4.00301,17.91438,5.98071,1.99248
12376,123.76000,11.96978,4.00301,17.91442,5.98072,1.99249
12377,123.77000,11.96979,4.00301,17.91446,5.98072,1.99249
12378,123.78000,11.96981,4.00301,17.91449,5.98073,1.99249
12379,123.79000,11.96982,4.00301,17.91453,5.98074,1.99250
12380,123.80000,11.96983,4.00301,17.91457,5.98075,1.99250
12381,123.81000,11.96985,4.00300,17.91460,5.98076,1.99250
12382,123.82000,11.96986,4.00300,17.91464,5.98077,1.99251
12383,123.83000,11.96987,4.00300,17.91468,5.98077,1.99251
12384,123.84000,11.96989,4.00300,17.91471,5.98078,1.99251
12385,123.85000,11.96990,4.00300,17.91475,5.98079,1.99252
12386,123.86000,11.96991,4.00300,17.91479,5.98080,1.99252
12387,123.87000,11.96992,4.00300,17.91482,5.98081,1.99252
12388,123.88000,11.96994,4.00300,17.91486,5.98082,1.99253
12389,123.89000,11.96995,4.00299,17.91490,5.98082,1.99253
12390,123.90000,11.96996,4.00299,17.91493,5.98083,1.99253
12391,123.91000,11.96998,4.00299,17.91497,5.98084,1.99254
12392,123.92000,11.96999,4.00299,17.91501,5.98085,1.99254
12393,123.93000,11.97000,4.00299,17.91505,5.98086,1.99254
12394,123.94000,11.97002,4.00299,17.91508,5.98087,1.99255
12395,123.95000,11.97003,4.00299,17.91512,5.98087,1.99255
12396,123.96000,11.97004,4.00298,17.91516,5.98088,1.99255
12397,123.97000,11.97005,4.00298,17.91519,5.98089,1.99256
12398,123.98000,11.97007,4.00298,17.91523,5.98090,1.99256
12399,123.99000,11.97008,4.00298,17.91527,5.98091,1.99256
12400,124.00000,11.97009,4.00298,17.91530,5.98092,1.99257
12401,124.01000,11.97011,4.00298,17.91534,5.98092,1.99257
12402,124.02000,11.97012,4.00298,17.91538,5.98093,1.99257
12403,124.03000,11.97013,4.00298,17.91541,5.98094,1.99257
12404,124.04000,11.97015,4.00297,17.91545,5.98095,1.99258
12405,124.05000,11.97016,4.00297,17.91549,5.98096,1.99258
12406,124.06000,11.97017,4.00297,17.91552,5.98097,1.99258
12407,124.07000,11.97018,4.00297,17.91556,5.98097,1.99259
12408,124.08000,11.97020,4.00297,17.91559,5.98098,1.99259
12409,124.09000,11.97021,4.00297,17.91563,5.98099,1.99259
12410,124.10000,11.97022,4.00297,17.91567,5.98100,1.99260
12411,124.11000,11.97024,4.00297,17.91570,5.98101,1.99260
12412,124.12000,11.97025,4.00296,17.91574,5.98101,1.99260
12413,124.13000,11.97026,4.00296,17.91578,5.98102,1.99261
12414,124.14000,11.97027,4.00296,17.91581,5.98103,1.99261
12415,124.15000,11.97029,4.00296,17.91585,5.98104,1.99261
12416,124.16000,11.97030,4.00296,17.91589,5.98105,1.99262
12417,124.17000,11.97031,4.00296,17.91592,5.98106,1.99262
12418,124.18000,11.97033,4.00296,17.91596,5.98106,1.99262
12419,124.19000,11.97034,4.00296,17.91600,5.98107,1.99263
12420,124.20000,11.97035,4.00295,17.91603,5.98108,1.99263
12421,124.21000,11.97036,4.00295,17.91607,5.98109,1.99263
12422,124.22000,11.97038,4.00295,17.91610,5.98110,1.99264
12423,124.23000,11.97039,4.00295,17.91614,5.98110,1.99264
12424,124.24000,11.97040,4.00295,17.91618,5.98111,1.99264
12425,124.25000,11.97042,4.00295,17.91621,5.98112,1.99265
12426,124.26000,11.97043,4.00295,17.91625,5.98113,1.99265
12427,124.27000,11.97044,4.00294,17.91629,5.98114,1.99265
12428,124.28000,11.97045,4.00294,17.91632,5.98115,1.99265
12429,124.29000,11.97047,4.00294,17.91636,5.98115,1.99266
12430,124.30000,11.97048,4.00294,17.91639,5.98116,1.99266
12431,124.31000,11.97049,4.00294,17.91643,5.98117,1.99266
12432,124.32000,11.97051,4.00294,17.91647,5.98118,1.99267
12433,124.33000,11.97052,4.00294,17.91650,5.98119,1.99267
12434,124.34000,11.97053,4.00294,17.91654,5.98119,1.99267
12435,124.35000,11.97054,4.00293,17.91657,5.98120,1.99268
12436,124.36000,11.97056,4.00293,17.91661,5.98121,1.99268
12437,124.37000,11.97057,4.00293,17.91665,5.98122,1.99268
12438,124.38000,11.97058,4.00293,17.91668,5.98123,1.99269
12439,124.39000,11.97059,4.00293,17.91672,5.98124,1.99269
12440,124.40000,11.97061,4.00293,17.91675,5.98124,1.99269
12441,124.41000,11.97062,4.00293,17.91679,5.98125,1.99270
12442,124.42000,11.97063,4.00293,17.91683,5.98126,1.99270
12443,124.43000,11.97065,4.00292,17.91686,5.98127,1.99270
12444,124.44000,11.97066,4.00292,17.91690,5.98128,1.99271
12445,124.45000,11.97067,4.00292,17.91693,5.98128,1.99271
12446,124.46000,11.97068,4.00292,17.91697,5.98129,1.99271
12447,124.47000,11.97070,4.00292,17.91701,5.98130,1.99272
12448,124.48000,11.97071,4.00292,17.91704,5.98131,1.99272
12449,124.49000,11.97072,4.00292,17.91708,5.98132,1.99272
12450,124.50000,11.97073,4.00292,17.91711,5.98132,1.99272
12451,124.51000,11.97075,4.00291,17.91715,5.98133,1.99273
12452,124.52000,11.97076,4.00291,17.91719,5.98134,1.99273
12453,124.53000,11.97077,4.00291,17.91722,5.98135,1.99273
12454,124.54000,11.97078,4.00291,17.91726,5.98136,1.99274
12455,124.55000,11.97080,4.00291,17.91729,5.98136,1.99274
12456,124.56000,11.97081,4.00291,17.91733,5.98137,1.99274
12457,124.57000,11.97082,4.00291,17.91736,5.98138,1.99275
12458,124.58000,11.97084,4.00291,17.91740,5.98139,1.99275
12459,124.59000,11.97085,4.00290,17.91744,5.98140,1.99275
12460,124.60000,11.97086,4.00290,17.91747,5.98140,1.99276
12461,124.61000,11.97087,4.00290,17.91751,5.98141,1.99276
12462,124.62000,11.97089,4.00290,17.91754,5.98142,1.99276
12463,124.63000,11.97090,4.00290,17.91758,5.98143,1.99277
12464,124.64000,11.97091,4.00290,17.91761,5.98144,1.99277
12465,124.65000,11.97092,4.00290,17.91765,5.98145,1.99277
12466,124.66000,11.97094,4.00290,17.91769,5.98145,1.99277
12467,124.67000,11.97095,4.00289,17.91772,5.98146,1.99278
12468,124.68000,11.97096,4.00289,17.91776,5.98147,1.99278
12469,124.69000,11.97097,4.00289,17.91779,5.98148,1.99278
12470,124.70000,11.97099,4.00289,17.91783,5.98149,1.99279
12471,124.71000,11.97100,4.00289,17.91786,5.98149,1.99279
12472,124.72000,11.97101,4.00289,17.91790,5.98150,1.99279
12473,124.73000,11.97102,4.00289,17.91793,5.98151,1.99280
12474,124.74000,11.97104,4.00289,17.91797,5.98152,1.99280
12475,124.75000,11.97105,4.00288,17.91801,5.98153,1.99280
12476,124.76000,11.97106,4.00288,17.91804,5.98153,1.99281
12477,124.77000,11.97107,4.00288,17.91808,5.98154,1.99281
12478,124.78000,11.97109,4.00288,17.91811,5.98155,1.99281
12479,124.79000,11.97110,4.00288,17.91815,5.98156,1.99282
12480,124.80000,11.97111,4.00288,17.91818,5.98157,1.99282
12481,124.81000,11.97112,4.00288,17.91822,5.98157,1.99282
12482,124.82000,11.97114,4.00288,17.91825,5.98158,1.99282
12483,124.83000,11.97115,4.00287,17.91829,5.98159,1.99283
12484,124.84000,11.97116,4.00287,17.91832,5.98160,1.99283
12485,124.85000,11.97117,4.00287,17.91836,5.98161,1.99283
12486,124.86000,11.97119,4.00287,17.91839,5.98161,1.99284
12487,124.87000,11.97120,4.00287,17.91843,5.98162,1.99284
12488,124.88000,11.97121,4.00287,17.91847,5.98163,1.99284
12489,124.89000,11.97122,4.00287,17.91850,5.98164,1.99285
12490,124.90000,11.97124,4.00287,17.91854,5.98164,1.99285
12491,124.91000,11.97125,4.00286,17.91857,5.98165,1.99285
12492,124.92000,11.97126,4.00286,17.91861,5.98166,1.99286
12493,124.93000,11.97127,4.00286,17.91864,5.98167,1.99286
12494,124.94000,11.97129,4.00286,17.91868,5.98168,1.99286
12495,124.95000,11.97130,4.00286,17.91871,5.98168,1.99286
12496,124.96000,11.97131,4.00286,17.91875,5.98169,1.99287
12497,124.97000,11.97132,4.00286,17.91878,5.98170,1.99287
12498,124.98000,11.97134,4.00286,17.91882,5.98171,1.99287
12499,124.99000,11.97135,4.00285,17.91885,5.98172,1.99288
12500,125.00000,11.97136,4.00285,17.91889,5.98172,1.99288
12501,125.01000,11.97137,4.00285,17.91892,5.98173,1.99288
12502,125.02000,11.97139,4.00285,17.91896,5.98174,1.99289
12503,125.03000,11.97140,4.00285,17.91899,5.98175,1.99289
12504,125.04000,11.97141,4.00285,17.91903,5.98176,1.99289
12505,125.05000,11.97142,4.00285,17.91906,5.98176,1.99290
12506,125.06000,11.97143,4.00285,17.91910,5.98177,1.99290
